Data,Fit
6.0000,-0.304744,0.225995
6.0000,-0.436886,0.225995
6.0000,-0.538197,0.225995
6.0000,-0.351701,0.225995
6.0000,-0.385055,0.225995
6.0000,-0.518731,0.225995
6.0000,-0.004680,0.225995
6.0000,-0.217624,0.225995
6.0000,-0.182850,0.225995
6.0000,-0.449852,0.225995
6.0000,-0.088646,0.225995
6.0000,-0.478827,0.225995
6.0000,-0.535546,0.225995
6.0000,-0.449396,0.225995
6.0000,-0.520924,0.225995
6.0000,-0.476347,0.225995
6.0000,-0.202932,0.225995
6.0000,-0.158611,0.225995
6.0000,-0.444758,0.225995
6.0000,-0.074286,0.225995
6.0000,-0.531573,0.225995
6.0000,-0.087529,0.225995
6.0000,-0.458735,0.225995
6.0000,-0.504158,0.225995
6.0000,-0.433949,0.225995
6.0000,-0.220126,0.225995
6.0000,-0.240375,0.225995
6.0000,-0.206330,0.225995
6.0000,-0.347363,0.225995
6.0000,-0.435228,0.225995
6.0000,-0.622953,0.225995
6.0000,-0.280213,0.225995
6.0000,-0.437944,0.225995
6.0000,-0.243811,0.225995
6.0000,-0.479572,0.225995
6.0000,-0.027030,0.225995
6.0000,-0.174014,0.225995
6.0000,-0.508641,0.225995
6.0000,0.031774,0.225995
6.0000,-0.333637,0.225995
6.0000,-0.137400,0.225995
6.0000,-0.415682,0.225995
6.0000,0.036056,0.225995
6.0000,-0.414054,0.225995
6.0000,0.147764,0.225995
6.0000,-0.500227,0.225995
6.0000,-0.089033,0.225995
6.0000,-0.307321,0.225995
6.0000,-0.498815,0.225995
6.0000,-0.201214,0.225995
6.0000,-0.003857,0.225995
6.0000,-0.316651,0.225995
6.0000,-0.470108,0.225995
6.0000,-0.410195,0.225995
6.0000,-0.227386,0.225995
6.0000,-0.251283,0.225995
6.0000,-0.331965,0.225995
6.0000,-0.382906,0.225995
6.0000,0.016952,0.225995
6.0000,-0.502004,0.225995
6.0000,-0.362325,0.225995
6.0000,-0.337212,0.225995
6.0000,-0.213400,0.225995
6.0000,-0.132641,0.225995
6.0000,-0.364482,0.225995
6.0000,-0.256906,0.225995
6.0000,0.000352,0.225995
6.0000,0.058058,0.225995
6.0000,-0.391155,0.225995
6.0000,-0.354326,0.225995
6.0000,-0.049862,0.225995
6.0000,-0.360462,0.225995
6.0000,-0.315992,0.225995
6.0000,-0.137203,0.225995
6.0000,-0.385993,0.225995
6.0000,-0.358060,0.225995
6.0000,-0.289907,0.225995
6.0000,-0.252148,0.225995
6.0000,-0.731519,0.225995
6.0000,-0.850391,0.225995
6.0000,-0.222336,0.225995
6.0000,-0.252400,0.225995
6.0000,0.007282,0.225995
6.0000,-0.466624,0.225995
6.0000,-0.400789,0.225995
6.0000,-0.235053,0.225995
6.0000,-0.197834,0.225995
6.0000,-0.243600,0.225995
6.0000,-0.142651,0.225995
6.0000,-0.370795,0.225995
6.0000,-0.275057,0.225995
6.0000,-0.390472,0.225995
6.0000,-0.666989,0.225995
6.0000,-0.584578,0.225995
6.0000,-0.183325,0.225995
6.0000,-0.311817,0.225995
6.0000,-0.428045,0.225995
6.0000,-0.664787,0.225995
6.0000,-0.437384,0.225995
6.0000,-0.082815,0.225995
6.0000,-0.054304,0.225995
6.0000,-0.357409,0.225995
6.0000,-0.440954,0.225995
6.0000,-0.123651,0.225995
6.0000,-0.407638,0.225995
6.0000,-0.633919,0.225995
6.0000,0.104946,0.225995
6.0000,-0.558627,0.225995
6.0000,-0.065790,0.225995
6.0000,-0.296554,0.225995
6.0000,-0.226123,0.225995
6.0000,-0.106156,0.225995
6.0000,-0.392192,0.225995
6.0000,-0.462990,0.225995
6.0000,-0.615002,0.225995
6.0000,-0.357264,0.225995
6.0000,-0.393357,0.225995
6.0000,-0.320114,0.225995
6.0000,-0.330574,0.225995
6.0000,-0.468015,0.225995
6.0000,-0.050000,0.225995
6.0000,0.045520,0.225995
6.0000,-0.114699,0.225995
6.0000,-0.277828,0.225995
6.0000,-0.372382,0.225995
6.0000,-0.440048,0.225995
6.0000,-0.331258,0.225995
6.0000,-0.285098,0.225995
6.0000,-0.232521,0.225995
6.0000,-0.411762,0.225995
6.0000,-0.476434,0.225995
6.0000,-0.182801,0.225995
6.0000,-0.524707,0.225995
6.0000,-0.249203,0.225995
6.0000,-0.582563,0.225995
6.0000,-0.487596,0.225995
6.0000,-0.504548,0.225995
6.0000,-0.287877,0.225995
6.0000,-0.375545,0.225995
6.0000,-0.291042,0.225995
6.0000,0.046319,0.225995
6.0000,-0.449786,0.225995
6.0000,-0.145321,0.225995
6.0000,-0.157356,0.225995
6.0000,-0.230216,0.225995
6.0000,-0.481739,0.225995
6.0000,-0.322875,0.225995
6.0000,-0.253733,0.225995
6.0000,-0.354469,0.225995
6.0000,-0.063933,0.225995
6.0000,-0.489806,0.225995
6.0000,-0.482497,0.225995
6.0000,-0.250178,0.225995
6.0000,-0.347963,0.225995
6.0000,-0.236690,0.225995
6.0000,-0.369524,0.225995
6.0000,-0.155292,0.225995
6.0000,-0.224371,0.225995
6.0000,-0.178910,0.225995
6.0000,0.243597,0.225995
6.0000,-0.502554,0.225995
6.0000,-0.443323,0.225995
6.0000,-0.030235,0.225995
6.0000,-0.404407,0.225995
6.0000,-0.458892,0.225995
6.0000,-0.478877,0.225995
6.0000,-0.261115,0.225995
6.0000,-0.277496,0.225995
6.0000,-0.381307,0.225995
6.0000,-0.407398,0.225995
6.0000,-0.273370,0.225995
6.0000,-0.222425,0.225995
6.0000,-0.454575,0.225995
6.0000,-0.057660,0.225995
6.0000,-0.420624,0.225995
6.0000,-0.381169,0.225995
6.0000,0.025896,0.225995
6.0000,0.019879,0.225995
6.0000,-0.554673,0.225995
6.0000,-0.397402,0.225995
6.0000,-0.058141,0.225995
6.0000,-0.295624,0.225995
6.0000,-0.511814,0.225995
6.0000,-0.479398,0.225995
6.0000,-0.112956,0.225995
6.0000,-0.166807,0.225995
6.0000,-0.091080,0.225995
6.0000,-0.489406,0.225995
6.0000,0.368248,0.225995
6.0000,-0.127631,0.225995
6.0000,-0.403863,0.225995
6.0000,-0.372989,0.225995
6.0000,-0.142720,0.225995
6.0000,-0.272618,0.225995
6.0000,-0.441562,0.225995
6.0000,-0.003161,0.225995
6.0000,-0.538411,0.225995
6.0000,-0.122488,0.225995
6.0000,-0.406080,0.225995
6.0000,-0.132899,0.225995
6.0000,-0.313844,0.225995
6.0000,-0.253209,0.225995
6.0000,-0.369438,0.225995
6.0000,-0.121321,0.225995
6.0000,0.080866,0.225995
6.0000,0.164748,0.225995
6.0000,-0.033128,0.225995
6.0000,-0.543178,0.225995
6.0000,-0.095123,0.225995
6.0000,-0.028182,0.225995
6.0000,-0.715045,0.225995
6.0000,-0.078081,0.225995
6.0000,-0.373413,0.225995
6.0000,-0.162007,0.225995
6.0000,-0.093216,0.225995
6.0000,-0.565713,0.225995
6.0000,-0.544140,0.225995
6.0000,-0.668304,0.225995
6.0000,-0.082528,0.225995
6.0000,-0.339732,0.225995
6.0000,-0.373597,0.225995
6.0000,-0.244429,0.225995
6.0000,-0.269111,0.225995
6.0000,-0.506561,0.225995
6.0000,-0.327315,0.225995
6.0000,-0.390413,0.225995
6.0000,-0.225610,0.225995
6.0000,-0.413063,0.225995
6.0000,-0.477864,0.225995
6.0000,-0.008059,0.225995
6.0000,-0.307307,0.225995
6.0000,0.172988,0.225995
6.0000,-0.410964,0.225995
6.0000,-0.302446,0.225995
6.0000,-0.296545,0.225995
6.0000,-0.393949,0.225995
6.0000,-0.393154,0.225995
6.0000,-0.525041,0.225995
6.0000,-0.271694,0.225995
6.0000,-0.441005,0.225995
6.0000,-0.279224,0.225995
6.0000,-0.397877,0.225995
6.0000,0.084094,0.225995
6.0000,0.104177,0.225995
6.0000,-0.415554,0.225995
6.0000,-0.439702,0.225995
6.0000,-0.509071,0.225995
6.0000,-0.000212,0.225995
6.0000,-0.411181,0.225995
6.0000,-0.189736,0.225995
6.0000,-0.267309,0.225995
6.0000,-0.457177,0.225995
6.0000,-0.029061,0.225995
6.0000,0.006942,0.225995
6.0000,-0.282523,0.225995
6.0000,-0.304569,0.225995
6.0000,-0.016313,0.225995
6.0000,-0.172176,0.225995
6.0000,-0.434647,0.225995
6.0000,-0.099073,0.225995
6.0000,-0.489677,0.225995
6.0000,-0.414227,0.225995
6.0000,0.068818,0.225995
6.0000,-0.212551,0.225995
6.0000,-0.258792,0.225995
6.0000,-0.267327,0.225995
6.0000,-0.315048,0.225995
6.0000,0.229870,0.225995
6.0000,-0.524372,0.225995
6.0000,-0.607171,0.225995
6.0000,-0.764499,0.225995
6.0000,-0.620699,0.225995
6.0000,-0.143950,0.225995
6.0000,-0.573634,0.225995
6.0000,-0.200449,0.225995
6.0000,-0.325519,0.225995
6.0000,-0.216818,0.225995
6.0000,-0.182268,0.225995
6.0000,-0.454724,0.225995
6.0000,-0.608207,0.225995
6.0000,-0.835246,0.225995
6.0000,-0.047800,0.225995
6.0000,-0.384356,0.225995
6.0000,-0.046262,0.225995
6.0000,0.078221,0.225995
6.0000,-0.320783,0.225995
6.0000,-0.385562,0.225995
6.0000,-0.129217,0.225995
6.0000,-0.085348,0.225995
6.0000,0.127071,0.225995
6.0000,-0.450287,0.225995
6.0000,-0.849535,0.225995
6.0000,-0.279967,0.225995
6.0000,-0.348927,0.225995
6.0000,-0.338970,0.225995
6.0000,-0.294701,0.225995
6.0000,-0.271613,0.225995
6.0000,-0.194846,0.225995
6.0000,0.049018,0.225995
6.0000,-0.274746,0.225995
6.0000,-0.125648,0.225995
6.0000,-0.309071,0.225995
6.0000,-0.490706,0.225995
6.0000,-0.324400,0.225995
6.0000,-0.176944,0.225995
6.0000,-0.594904,0.225995
6.0000,-0.520379,0.225995
6.0000,-0.220658,0.225995
6.0000,-0.645551,0.225995
6.0000,-0.318958,0.225995
6.0000,-0.408511,0.225995
6.0000,-0.550433,0.225995
6.0000,-0.114446,0.225995
6.0000,-0.237747,0.225995
6.0000,-0.514949,0.225995
6.0000,-0.137953,0.225995
6.0000,-0.442452,0.225995
6.0000,-0.387845,0.225995
6.0000,-0.364215,0.225995
6.0000,0.016876,0.225995
6.0000,-0.370527,0.225995
6.0000,0.165788,0.225995
6.0000,-0.264417,0.225995
6.0000,-0.144103,0.225995
6.0000,-0.523562,0.225995
6.0000,-0.212783,0.225995
6.0000,-0.280156,0.225995
6.0000,-0.011088,0.225995
6.0000,-0.315286,0.225995
6.0000,-0.308207,0.225995
6.0000,-0.149661,0.225995
6.0000,-0.256649,0.225995
6.0000,-0.265579,0.225995
6.0000,-0.272855,0.225995
6.0000,-0.111182,0.225995
6.0000,-0.387934,0.225995
6.0000,-0.346552,0.225995
6.0000,-0.178490,0.225995
6.0000,-0.397497,0.225995
6.0000,-0.419146,0.225995
6.0000,-0.157517,0.225995
6.0000,-0.388029,0.225995
6.0000,-0.492055,0.225995
6.0000,-0.221959,0.225995
6.0000,-0.259694,0.225995
6.0000,-0.543881,0.225995
6.0000,-0.053209,0.225995
6.0000,-0.090072,0.225995
6.0000,-0.290777,0.225995
6.0000,-0.377525,0.225995
6.0000,-0.141696,0.225995
6.0000,-0.296772,0.225995
6.0000,-0.395500,0.225995
6.0000,-0.174155,0.225995
6.0000,-0.320976,0.225995
6.0000,-0.415074,0.225995
6.0000,-0.244575,0.225995
6.0000,-0.329130,0.225995
6.0000,0.071561,0.225995
6.0000,0.371838,0.225995
6.0000,-0.227189,0.225995
6.0000,-0.591028,0.225995
6.0000,-0.110153,0.225995
6.0000,-0.325600,0.225995
6.0000,-0.225618,0.225995
6.0000,-0.215493,0.225995
6.0000,-0.583995,0.225995
6.0000,-0.519874,0.225995
6.0000,-0.435199,0.225995
6.0000,-0.548880,0.225995
6.0000,-0.408931,0.225995
6.0000,-0.127351,0.225995
6.0000,-0.210910,0.225995
6.0000,-0.271193,0.225995
6.0000,-0.234941,0.225995
6.0000,-0.353476,0.225995
6.0000,-0.031078,0.225995
6.0000,-0.583211,0.225995
6.0000,-0.667784,0.225995
6.0000,-0.558934,0.225995
6.0000,0.109024,0.225995
6.0000,-0.221708,0.225995
6.0000,0.016939,0.225995
6.0000,-0.144057,0.225995
6.0000,-0.153146,0.225995
6.0000,-0.218091,0.225995
6.0000,-0.169565,0.225995
6.0000,-0.175938,0.225995
6.0000,-0.310201,0.225995
6.0000,-0.539681,0.225995
6.0000,-0.380411,0.225995
6.0000,-0.040540,0.225995
6.0000,-0.555407,0.225995
6.0000,-0.198334,0.225995
6.0000,-0.407867,0.225995
6.0000,-0.119161,0.225995
6.0000,-0.087116,0.225995
6.0000,-0.581513,0.225995
6.0000,-0.052109,0.225995
6.0000,-0.432431,0.225995
6.0000,-0.205895,0.225995
6.0000,-0.222841,0.225995
6.0000,-0.280605,0.225995
6.0000,-0.271335,0.225995
6.0000,-0.293246,0.225995
6.0000,-0.352840,0.225995
6.0000,-0.669881,0.225995
6.0000,-0.378328,0.225995
6.0000,-0.612205,0.225995
6.0000,-0.437499,0.225995
6.0000,-0.419508,0.225995
6.0000,0.002442,0.225995
6.0000,-0.209867,0.225995
6.0000,-0.436042,0.225995
6.0000,-0.509838,0.225995
6.0000,0.115067,0.225995
6.0000,-0.282503,0.225995
6.0000,-0.447382,0.225995
6.0000,-0.307173,0.225995
6.0000,-0.108424,0.225995
6.0000,-0.191259,0.225995
6.0000,-0.254097,0.225995
6.0000,-0.463441,0.225995
6.0000,-0.271573,0.225995
6.0000,-0.278749,0.225995
6.0000,-0.063671,0.225995
6.0000,-0.422040,0.225995
6.0000,-0.252708,0.225995
6.0000,-0.248640,0.225995
6.0000,-0.405497,0.225995
6.0000,-0.661142,0.225995
6.0000,-0.365657,0.225995
6.0000,-0.328472,0.225995
6.0000,-0.277402,0.225995
6.0000,-0.237472,0.225995
6.0000,-0.229796,0.225995
6.0000,0.108415,0.225995
6.0000,-0.625284,0.225995
6.0000,-0.702537,0.225995
6.0000,-0.229958,0.225995
6.0000,-0.676108,0.225995
6.0000,-0.459215,0.225995
6.0000,-0.183837,0.225995
6.0000,-0.082982,0.225995
6.0000,0.195725,0.225995
6.0000,-0.307635,0.225995
6.0000,-0.281534,0.225995
6.0000,-0.282365,0.225995
6.0000,-0.236411,0.225995
6.0000,-0.183736,0.225995
6.0000,-0.477863,0.225995
6.0000,-0.436529,0.225995
6.0000,0.087737,0.225995
6.0000,-0.557501,0.225995
6.0000,-0.314488,0.225995
6.0000,0.058868,0.225995
6.0000,-0.123740,0.225995
6.0000,-0.432759,0.225995
6.0000,-0.600218,0.225995
6.0000,-0.561027,0.225995
6.0000,-0.126723,0.225995
6.0000,-0.225223,0.225995
6.0000,-0.004454,0.225995
6.0000,-0.459018,0.225995
6.0000,-0.080911,0.225995
6.0000,-0.159662,0.225995
6.0000,-0.254740,0.225995
6.0000,-0.316144,0.225995
6.0000,-0.804413,0.225995
6.0000,-0.226890,0.225995
6.0000,-0.377629,0.225995
6.0000,-0.017797,0.225995
6.0000,-0.586984,0.225995
6.0000,-0.618992,0.225995
6.0000,-0.526604,0.225995
6.0000,-0.582437,0.225995
6.0000,-0.115386,0.225995
6.0000,0.025694,0.225995
6.0000,-0.452755,0.225995
6.0000,-0.550846,0.225995
6.0000,-0.318111,0.225995
6.0000,-0.427045,0.225995
6.0000,0.032523,0.225995
6.0000,-0.101941,0.225995
6.0000,-0.173794,0.225995
6.0000,-0.472593,0.225995
6.0000,-0.738610,0.225995
6.0000,0.046032,0.225995
6.0000,-0.228829,0.225995
6.0000,-0.107629,0.225995
6.0000,-0.190511,0.225995
6.0000,-0.280472,0.225995
6.0000,-0.159198,0.225995
6.0000,-0.094086,0.225995
6.0000,-0.088231,0.225995
6.0000,-0.169480,0.225995
6.0000,-0.384484,0.225995
6.0000,-0.389047,0.225995
6.0000,-0.364652,0.225995
6.0000,-0.517709,0.225995
6.0000,-0.401328,0.225995
6.0000,-0.253751,0.225995
6.0000,-0.075115,0.225995
6.0000,-0.258718,0.225995
6.0000,-0.319558,0.225995
6.0000,-0.385688,0.225995
6.0000,-0.344448,0.225995
6.0000,-0.117108,0.225995
6.0000,-0.479351,0.225995
6.0000,-0.519169,0.225995
6.0000,-0.221128,0.225995
6.0000,-0.373213,0.225995
6.0000,0.002997,0.225995
6.0000,-0.370851,0.225995
6.0000,-0.325862,0.225995
6.0000,-0.204782,0.225995
6.0000,0.131094,0.225995
6.0000,-0.157816,0.225995
6.0000,-0.259007,0.225995
6.0000,-0.151311,0.225995
6.0000,-0.365636,0.225995
6.0000,-0.065744,0.225995
6.0000,-0.260591,0.225995
6.0000,-0.043129,0.225995
6.0000,-0.116929,0.225995
6.0000,0.018177,0.225995
6.0000,-0.270578,0.225995
6.0000,-0.303117,0.225995
6.0000,-0.148236,0.225995
6.0000,-0.372442,0.225995
6.0000,-0.312304,0.225995
6.0000,-0.122620,0.225995
6.0000,-0.405143,0.225995
6.0000,-0.147907,0.225995
6.0000,-0.387491,0.225995
6.0000,-0.424903,0.225995
6.0000,-0.631394,0.225995
6.0000,-0.124674,0.225995
6.0000,-0.239769,0.225995
6.0000,-0.489548,0.225995
6.0000,-0.235492,0.225995
6.0000,-0.384921,0.225995
6.0000,-0.225812,0.225995
6.0000,-0.115686,0.225995
6.0000,-0.130690,0.225995
6.0000,-0.516255,0.225995
6.0000,-0.154837,0.225995
6.0000,-0.504752,0.225995
6.0000,-0.210467,0.225995
6.0000,-0.090539,0.225995
6.0000,-0.141530,0.225995
6.0000,0.141278,0.225995
6.0000,-0.444477,0.225995
6.0000,-0.218431,0.225995
6.0000,-0.404043,0.225995
6.0000,-0.254053,0.225995
6.0000,-0.617923,0.225995
6.0000,-0.147620,0.225995
6.0000,-0.285702,0.225995
6.0000,-0.030553,0.225995
6.0000,-0.193674,0.225995
6.0000,-0.223710,0.225995
6.0000,-0.551152,0.225995
6.0000,-0.186996,0.225995
6.0000,-0.077955,0.225995
6.0000,-0.303480,0.225995
6.0000,-0.335425,0.225995
6.0000,-0.424753,0.225995
6.0000,-0.332506,0.225995
6.0000,0.050818,0.225995
6.0000,-0.363816,0.225995
6.0000,-0.163358,0.225995
6.0000,-0.098718,0.225995
6.0000,-0.764815,0.225995
6.0000,-0.318466,0.225995
6.0000,-0.527060,0.225995
6.0000,-0.104062,0.225995
6.0000,-0.156590,0.225995
6.0000,-0.352332,0.225995
6.0000,-0.391282,0.225995
6.0000,-0.322751,0.225995
6.0000,-0.206230,0.225995
6.0000,-0.455698,0.225995
6.0000,-0.223068,0.225995
6.0000,-0.508595,0.225995
6.0000,-0.324741,0.225995
6.0000,-0.438789,0.225995
6.0000,-0.330501,0.225995
6.0000,0.066193,0.225995
6.0000,-0.138539,0.225995
6.0000,-0.319577,0.225995
6.0000,-0.051724,0.225995
6.0000,-0.001385,0.225995
6.0000,-0.316448,0.225995
6.0000,-0.000757,0.225995
6.0000,-0.313497,0.225995
6.0000,-0.432146,0.225995
6.0000,-0.354407,0.225995
6.0000,-0.219516,0.225995
6.0000,-0.470799,0.225995
6.0000,-0.350502,0.225995
6.0000,-0.574607,0.225995
6.0000,-0.306957,0.225995
6.0000,-0.507576,0.225995
6.0000,-0.401170,0.225995
6.0000,-0.551398,0.225995
6.0000,-0.464467,0.225995
6.0000,-0.334009,0.225995
6.0000,0.027591,0.225995
6.0000,-0.223150,0.225995
6.0000,-0.529202,0.225995
6.0000,-0.115480,0.225995
6.0000,-0.063791,0.225995
6.0000,-0.342454,0.225995
6.0000,-0.277346,0.225995
6.0000,-0.502966,0.225995
6.0000,-0.728222,0.225995
6.0000,-0.575114,0.225995
6.0000,-0.399145,0.225995
6.0000,-0.231063,0.225995
6.0000,-0.182079,0.225995
6.0000,-0.249381,0.225995
6.0000,-0.599661,0.225995
6.0000,-0.449706,0.225995
6.0000,-0.447755,0.225995
6.0000,-0.069583,0.225995
6.0000,0.008690,0.225995
6.0000,-0.218429,0.225995
6.0000,-0.518250,0.225995
6.0000,-0.461104,0.225995
6.0000,-0.294845,0.225995
6.0000,-0.279911,0.225995
6.0000,-0.186145,0.225995
6.0000,-0.720913,0.225995
6.0000,-0.242716,0.225995
6.0000,0.123412,0.225995
6.0000,-0.503730,0.225995
6.0000,-0.553990,0.225995
6.0000,-0.494588,0.225995
6.0000,-0.248703,0.225995
6.0000,-0.286876,0.225995
6.0000,-0.523077,0.225995
6.0000,-0.076160,0.225995
6.0000,-0.279005,0.225995
6.0000,-0.531195,0.225995
6.0000,-0.416700,0.225995
6.0000,-0.173675,0.225995
6.0000,-0.499713,0.225995
6.0000,-0.729963,0.225995
6.0000,-0.068022,0.225995
6.0000,0.061488,0.225995
6.0000,-0.472800,0.225995
6.0000,-0.409340,0.225995
6.0000,-0.628963,0.225995
6.0000,-0.349692,0.225995
6.0000,-0.159466,0.225995
6.0000,-0.388410,0.225995
6.0000,-0.209888,0.225995
6.0000,0.203001,0.225995
6.0000,-0.118444,0.225995
6.0000,-0.213530,0.225995
6.0000,-0.694674,0.225995
6.0000,-0.208947,0.225995
6.0000,-0.355857,0.225995
6.0000,-0.234356,0.225995
6.0000,-0.263702,0.225995
6.0000,-0.050812,0.225995
6.0000,-0.579081,0.225995
6.0000,-0.510216,0.225995
6.0000,-0.322110,0.225995
6.0000,-0.120042,0.225995
6.0000,-0.536520,0.225995
6.0000,-0.331759,0.225995
6.0000,-0.233102,0.225995
6.0000,-0.381843,0.225995
6.0000,-0.318171,0.225995
6.0000,-0.085637,0.225995
6.0000,-0.212057,0.225995
6.0000,-0.070468,0.225995
6.0000,-0.782700,0.225995
6.0000,-0.389539,0.225995
6.0000,0.067906,0.225995
6.0000,-0.566019,0.225995
6.0000,-0.586248,0.225995
6.0000,-0.434876,0.225995
6.0000,-0.226617,0.225995
6.0000,-0.331480,0.225995
6.0000,-0.327804,0.225995
6.0000,-0.342818,0.225995
6.0000,-0.569343,0.225995
6.0000,-0.420955,0.225995
6.0000,-0.136871,0.225995
6.0000,-0.193475,0.225995
6.0000,-0.180517,0.225995
6.0000,-0.519133,0.225995
6.0000,-0.137254,0.225995
6.0000,-0.401619,0.225995
6.0000,-0.397398,0.225995
6.0000,-0.270725,0.225995
6.0000,-0.325209,0.225995
6.0000,-0.339861,0.225995
6.0000,-0.291338,0.225995
6.0000,-0.385201,0.225995
6.0000,-0.656893,0.225995
6.0000,-0.435820,0.225995
6.0000,-0.255914,0.225995
6.0000,-0.186638,0.225995
6.0000,-0.258270,0.225995
6.0000,-0.227992,0.225995
6.0000,-0.107972,0.225995
6.0000,-0.350985,0.225995
6.0000,-0.492537,0.225995
6.0000,-0.245014,0.225995
6.0000,-0.275389,0.225995
6.0000,-0.112319,0.225995
6.0000,-0.133979,0.225995
6.0000,0.070390,0.225995
6.0000,-0.597568,0.225995
6.0000,-0.310124,0.225995
6.0000,-0.191735,0.225995
6.0000,0.325231,0.225995
6.0000,-0.442859,0.225995
6.0000,-0.408237,0.225995
6.0000,-0.151944,0.225995
6.0000,-0.159826,0.225995
6.0000,-0.035115,0.225995
6.0000,-0.540766,0.225995
6.0000,-0.137764,0.225995
6.0000,-0.305907,0.225995
6.0000,-0.359222,0.225995
6.0000,-0.588682,0.225995
6.0000,-0.292899,0.225995
6.0000,-0.487855,0.225995
6.0000,-0.244716,0.225995
6.0000,-0.237891,0.225995
6.0000,-0.052711,0.225995
6.0000,0.006310,0.225995
6.0000,-0.172370,0.225995
6.0000,-0.542198,0.225995
6.0000,0.000982,0.225995
6.0000,-0.635387,0.225995
6.0000,-0.164463,0.225995
6.0000,-0.375645,0.225995
6.0000,-0.667621,0.225995
6.0000,-0.372202,0.225995
6.0000,-0.434529,0.225995
6.0000,-0.310591,0.225995
6.0000,-0.439853,0.225995
6.0000,-0.514279,0.225995
6.0000,-0.280073,0.225995
6.0000,-0.372305,0.225995
6.0000,-0.031415,0.225995
6.0000,-0.289930,0.225995
6.0000,-0.133916,0.225995
6.0000,0.056839,0.225995
6.0000,-0.324062,0.225995
6.0000,-0.282889,0.225995
6.0000,-0.266083,0.225995
6.0000,-0.326968,0.225995
6.0000,-0.101676,0.225995
6.0000,0.031783,0.225995
6.0000,-0.410447,0.225995
6.0000,-0.225541,0.225995
6.0000,-0.054500,0.225995
6.0000,-0.042927,0.225995
6.0000,-0.433555,0.225995
6.0000,-0.601958,0.225995
6.0000,-0.439112,0.225995
6.0000,-0.391993,0.225995
6.0000,-0.243494,0.225995
6.0000,-0.513497,0.225995
6.0000,-0.381511,0.225995
6.0000,-0.347880,0.225995
6.0000,0.142677,0.225995
6.0000,-0.607218,0.225995
6.0000,-0.274536,0.225995
6.0000,-0.203256,0.225995
6.0000,-0.348673,0.225995
6.0000,-0.186207,0.225995
6.0000,-0.317795,0.225995
6.0000,-0.448366,0.225995
6.0000,-0.304291,0.225995
6.0000,-0.091698,0.225995
6.0000,-0.110338,0.225995
6.0000,-0.182983,0.225995
6.0000,-0.196234,0.225995
6.0000,-0.254394,0.225995
6.0000,-0.370860,0.225995
6.0000,-0.196213,0.225995
6.0000,-0.394694,0.225995
6.0000,-0.424553,0.225995
6.0000,-0.183342,0.225995
6.0000,-0.154619,0.225995
6.0000,-0.103193,0.225995
6.0000,-0.541641,0.225995
6.0000,-0.057497,0.225995
6.0000,-0.301194,0.225995
6.0000,-0.401205,0.225995
6.0000,-0.247842,0.225995
6.0000,-0.173308,0.225995
6.0000,-0.221849,0.225995
6.0000,0.047080,0.225995
6.0000,-0.227219,0.225995
6.0000,-0.346796,0.225995
6.0000,-0.366995,0.225995
6.0000,-0.440945,0.225995
6.0000,-0.060146,0.225995
6.0000,-0.170060,0.225995
6.0000,-0.757022,0.225995
6.0000,-0.325274,0.225995
6.0000,-0.388749,0.225995
6.0000,-0.363906,0.225995
6.0000,-0.418108,0.225995
6.0000,-0.374805,0.225995
6.0000,-0.119559,0.225995
6.0000,-0.247939,0.225995
6.0000,-0.451035,0.225995
6.0000,-0.468306,0.225995
6.0000,0.030853,0.225995
6.0000,-0.426280,0.225995
6.0000,-0.339872,0.225995
6.0000,-0.181106,0.225995
6.0000,-0.625555,0.225995
6.0000,-0.331911,0.225995
6.0000,-0.388694,0.225995
6.0000,-0.205183,0.225995
6.0000,0.130916,0.225995
6.0000,-0.326839,0.225995
6.0000,-0.370951,0.225995
6.0000,-0.329223,0.225995
6.0000,-0.262483,0.225995
6.0000,-0.343447,0.225995
6.0000,-0.113339,0.225995
6.0000,-0.098544,0.225995
6.0000,-0.772878,0.225995
6.0000,-0.162393,0.225995
6.0000,-0.096765,0.225995
6.0000,-0.546161,0.225995
6.0000,-0.279293,0.225995
6.0000,-0.206681,0.225995
6.0000,-0.331341,0.225995
6.0000,-0.515780,0.225995
6.0000,-0.335175,0.225995
6.0000,-0.258799,0.225995
6.0000,-0.431498,0.225995
6.0000,-0.157010,0.225995
6.0000,-0.030874,0.225995
6.0000,-0.141925,0.225995
6.0000,-0.318976,0.225995
6.0000,-0.243407,0.225995
6.0000,-0.478994,0.225995
6.0000,0.004415,0.225995
6.0000,-0.375564,0.225995
6.0000,-0.370809,0.225995
6.0000,-0.077031,0.225995
6.0000,-0.408280,0.225995
6.0000,-0.166578,0.225995
6.0000,-0.240603,0.225995
6.0000,-0.372617,0.225995
6.0000,-0.151254,0.225995
6.0000,-0.305387,0.225995
6.0000,-0.038344,0.225995
6.0000,-0.274632,0.225995
6.0000,0.324679,0.225995
6.0000,-0.314228,0.225995
6.0000,-0.022861,0.225995
6.0000,0.211344,0.225995
6.0000,-0.239618,0.225995
6.0000,-0.934396,0.225995
6.0000,-0.262025,0.225995
6.0000,-0.391312,0.225995
6.0000,-0.336617,0.225995
6.0000,-0.395135,0.225995
6.0000,-0.018346,0.225995
6.0000,-0.322684,0.225995
6.0000,-0.181259,0.225995
6.0000,0.112046,0.225995
6.0000,-0.030955,0.225995
